# Sensor UEA-EST, Manaus, Brazil (Purple Air/31509)
# https://aqicn.org/station/@47371/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2019-11-01T00:00:00.000Z,21.24,26.61,23.87,23.04,25.42,1.424,40
2019-11-08T00:00:00.000Z,17.98,34.78,20.9,20.02,22.2,2.623,72
2019-11-09T00:00:00.000Z,7.59,39.15,26.4,21.57,30.09,6.36,717
2019-11-10T00:00:00.000Z,4.92,36,19.98,18.18,23.7,5.089,718
2019-11-11T00:00:00.000Z,7.98,31.71,14.71,12.59,17.41,4.18,714
2019-11-12T00:00:00.000Z,12.49,35.94,18.98,17.05,20.94,3.332,717
2019-11-13T00:00:00.000Z,6.59,37.59,17.23,15.01,21.08,4.711,710
2019-11-14T00:00:00.000Z,7.58,34.63,18.12,14.84,22.02,5.152,617
2019-11-16T00:00:00.000Z,13.97,33.65,19.6,16.38,24.22,5.347,65
2019-11-17T00:00:00.000Z,12.34,43.51,20.65,17.38,28.74,6.201,720
2019-11-18T00:00:00.000Z,1.39,19.55,11.72,7.91,14.14,4.866,717
2019-11-19T00:00:00.000Z,1.45,37.4,9.15,8.02,10.02,3.05,712
2019-11-20T00:00:00.000Z,2.31,34.64,8,5.13,13.97,4.8,717
2019-11-21T00:00:00.000Z,4.97,37.06,9.98,8.27,12.15,5.286,713
2019-11-22T00:00:00.000Z,0.43,62.84,5.61,2.64,7.12,9.875,714
2019-11-23T00:00:00.000Z,3.55,34.85,8.36,6.99,9.85,5.277,718
2019-11-24T00:00:00.000Z,4.49,51.87,10.54,7.09,16.14,7.05,718
2019-11-25T00:00:00.000Z,4.55,30.87,11.3,8.72,14.08,4.478,705
2019-11-26T00:00:00.000Z,3.38,39.56,20.17,12.06,24.81,8.609,586
2019-11-27T00:00:00.000Z,4.99,46.32,14.27,9.8,23.26,10.039,703
2019-11-28T00:00:00.000Z,11.78,44.75,21.63,19.41,28.01,6.384,236
2019-11-29T00:00:00.000Z,16.26,73.09,22.39,19.7,26.67,11.679,147
2019-11-30T00:00:00.000Z,13.06,58.39,33.97,30.81,37.61,7.558,711
2019-12-01T00:00:00.000Z,13.43,45.92,24.44,21.16,27.11,5.36,712
2019-12-02T00:00:00.000Z,7.01,32.08,17.43,10.03,20.75,6.341,575
2019-12-03T00:00:00.000Z,13.75,40.4,24.21,18.26,28.8,6.261,604
2019-12-04T00:00:00.000Z,2.99,48.85,8.43,7.26,10.21,6.366,698
2019-12-05T00:00:00.000Z,4.97,47.64,10.68,8.97,12.09,3.393,715
2019-12-06T00:00:00.000Z,3.51,35.45,13.14,7.83,18.62,6.622,714
2019-12-07T00:00:00.000Z,5.09,34.51,11.16,8.09,14.89,4.538,514
2019-12-08T00:00:00.000Z,2.41,18.84,5.01,4.07,7.06,2.917,304
2019-12-09T00:00:00.000Z,1.94,14.8,8.02,4.21,9.52,3.074,294
2019-12-10T00:00:00.000Z,4.38,69.67,10.16,8.52,12.67,8.828,702
2019-12-11T00:00:00.000Z,3.09,33.59,8.4,7.15,10.22,2.781,665
2019-12-12T00:00:00.000Z,0,34.97,5.85,4.54,9.14,5.437,689
2019-12-13T00:00:00.000Z,2.91,17.52,6.54,5.49,7.99,2.285,709
2019-12-14T00:00:00.000Z,3.19,71.76,7.66,5.85,9.92,5.562,715
2019-12-15T00:00:00.000Z,0.35,100.36,5.81,4.63,8.47,9.281,707
2019-12-16T00:00:00.000Z,0.63,53.03,4.63,2.77,6.68,4.467,698
2019-12-17T00:00:00.000Z,0.66,38.7,5.41,3.83,10.14,6.12,712
2019-12-18T00:00:00.000Z,0.5,27.83,5.62,4.11,8.19,4.932,584
2019-12-19T00:00:00.000Z,2.35,67.5,6.06,5.07,7.67,4.58,703
2019-12-20T00:00:00.000Z,4.09,39.33,9.27,6.88,12.58,4.123,706
2019-12-21T00:00:00.000Z,5.66,29.09,10.25,7.84,11.89,3.737,659
2019-12-22T00:00:00.000Z,0.71,14.28,5.74,2.87,8.1,2.851,711
2019-12-23T00:00:00.000Z,0.8,30.62,3.53,2.62,5.31,2.586,712
2019-12-24T00:00:00.000Z,1.35,31.78,10.21,6.66,15.19,6.289,704
2019-12-25T00:00:00.000Z,0.28,34.29,4.95,3.39,11,6.714,612
2019-12-26T00:00:00.000Z,1.09,11.12,5.45,3.63,6.89,2.112,714
2019-12-27T00:00:00.000Z,3.35,29.68,5.45,4.69,8.49,4.257,323
2019-12-28T00:00:00.000Z,0.59,12.83,2.47,1.54,3.81,1.74,236
2019-12-29T00:00:00.000Z,0.18,7.89,3.87,3.26,4.51,1.069,722
2019-12-30T00:00:00.000Z,0,16.96,3.94,1.86,7.97,3.662,448
2019-12-31T00:00:00.000Z,1.02,55.59,4.2,3.01,6.28,8.937,687
2020-01-01T00:00:00.000Z,2.62,119.4,8.08,5.57,31.54,24.788,709
2020-01-02T00:00:00.000Z,3.09,83.02,7.43,6.17,8.94,5.886,717
2020-01-03T00:00:00.000Z,5.09,37.28,11.68,8.05,25.67,9.789,649
2020-01-04T00:00:00.000Z,6.02,32.51,8.11,7.3,12.56,6.654,342
2020-01-14T00:00:00.000Z,1.64,4.38,2.73,2.73,2.87,0.579,19
2020-01-21T00:00:00.000Z,3.4,12.19,5.44,4.73,7.13,1.641,190
2020-01-22T00:00:00.000Z,6.05,10.43,7.6,6.95,8.21,1.117,35
2020-01-23T00:00:00.000Z,4.32,30.95,7.49,6.55,9.3,4.723,127
2020-01-24T00:00:00.000Z,5.09,48.2,12.14,8.5,15.15,6.11,412
2020-01-25T00:00:00.000Z,0,59.28,4.22,1.04,30.53,16.504,386
2020-01-28T00:00:00.000Z,1.81,6.49,3.88,2.78,4.94,1.244,55
2020-01-29T00:00:00.000Z,1.42,48.76,7.59,6.41,8.8,4.509,456
2020-01-30T00:00:00.000Z,4.05,30.29,11.83,9.05,18.07,5.935,421
2020-01-31T00:00:00.000Z,2.06,28.39,8.24,5.2,10.97,3.962,403
2020-02-01T00:00:00.000Z,0.53,9.02,2.5,1.79,4.26,1.83,478
2020-02-02T00:00:00.000Z,2.16,30.02,6.98,4.05,14.48,6.585,490
2020-02-03T00:00:00.000Z,10.99,37.7,18.71,15.75,21.44,4.255,453
2020-02-04T00:00:00.000Z,4.66,34.09,12.48,8,15.54,4.997,381
2020-02-05T00:00:00.000Z,2.25,20.42,7.15,5.56,9.77,3.882,366
2020-02-06T00:00:00.000Z,10.17,75.37,19.37,15.57,22.2,5.857,347
2020-02-07T00:00:00.000Z,7.96,68.55,15.31,12.8,17.76,4.695,328
2020-02-08T00:00:00.000Z,6.46,24.35,12.08,10.28,14.67,3.654,398
2020-02-09T00:00:00.000Z,5.88,25.73,11.35,8.66,14.68,4.427,516
2020-02-10T00:00:00.000Z,1.88,14.11,7.13,4.03,9.75,3.062,528
2020-02-11T00:00:00.000Z,1.78,28.42,8.75,6.28,10.91,3.582,516
2020-02-12T00:00:00.000Z,0,15.78,3.22,2.02,4.51,2,526
2020-02-13T00:00:00.000Z,0,17.28,4.55,1.46,6.27,3.063,494
2020-02-14T00:00:00.000Z,0.49,96,5.34,3.77,6.76,7.352,507
2020-02-15T00:00:00.000Z,2.38,39.63,5.76,4.05,8.06,3.173,427
2020-02-16T00:00:00.000Z,1.62,66.7,5.17,4.22,7.31,4.869,512
2020-02-17T00:00:00.000Z,2.27,15.96,6.11,5.21,9.82,3.03,221
2020-03-05T00:00:00.000Z,3.31,11.85,5.3,4.62,6.11,1.062,179
2020-03-06T00:00:00.000Z,2.29,43.5,5.16,3.59,7.98,4.097,652
2020-03-07T00:00:00.000Z,3.81,25.22,7.66,6.17,9.09,3.122,718
2020-03-08T00:00:00.000Z,3.07,33.39,6.45,5.4,14.4,7.355,718
2020-03-09T00:00:00.000Z,4.3,26.27,8.26,7,11.08,3.596,707
2020-03-10T00:00:00.000Z,7.77,58.06,13.16,11.38,15.37,3.337,709
2020-03-11T00:00:00.000Z,5.76,34.11,11.55,9.63,13.31,3.524,664
2020-03-12T00:00:00.000Z,6.65,23.4,12.57,10.46,14.11,2.484,703
2020-03-13T00:00:00.000Z,3.73,65.15,10.19,7.98,12.74,3.993,707
2020-03-14T00:00:00.000Z,11.27,23.4,13.75,12.32,18.3,3.134,23
2020-03-16T00:00:00.000Z,4.4,13.21,8.43,7.29,9.11,1.786,118
2020-03-17T00:00:00.000Z,2.21,125.16,6.52,4.88,8.68,5.226,712
2020-03-18T00:00:00.000Z,2.38,25.02,5.56,4.37,8.09,4.445,706
2020-03-19T00:00:00.000Z,0,12.11,1.86,0.91,2.69,1.454,705
2020-03-20T00:00:00.000Z,0,40.09,2.52,1.25,4.01,4.389,711
2020-03-21T00:00:00.000Z,2.23,67.43,7.87,4.2,13.05,7.017,714
2020-03-22T00:00:00.000Z,2.67,24.36,6.4,5.01,9.49,4.314,553
2020-03-27T00:00:00.000Z,1.29,14.02,5,3.61,7.31,2.771,128
2020-03-28T00:00:00.000Z,1.51,46.82,3.81,3.07,6.08,4.539,722
2020-03-29T00:00:00.000Z,0.71,14,3.06,2.39,4.17,2.036,690
2020-03-30T00:00:00.000Z,0.32,20.44,2.76,2,3.82,1.773,684
2020-03-31T00:00:00.000Z,0,8.52,1.15,0.59,2.52,1.609,721
2020-04-01T00:00:00.000Z,0.37,27.09,2.38,1.88,2.97,1.973,693
2020-04-02T00:00:00.000Z,0.12,10.98,2.36,1.44,3.4,1.548,704
2020-04-03T00:00:00.000Z,0.05,39.56,1.65,0.98,2.5,2.526,720
2020-04-04T00:00:00.000Z,0,6.63,1.91,1.12,2.82,1.212,717
2020-04-05T00:00:00.000Z,0.75,18.2,2.83,2.21,4.12,2.796,721
2020-04-06T00:00:00.000Z,0.36,9,2.62,1.77,3.62,1.564,660
2020-04-07T00:00:00.000Z,0.43,9.52,2.4,1.85,3.08,1.264,612
2020-04-08T00:00:00.000Z,0.32,17.32,3.55,2.16,8.22,3.915,712
2020-04-09T00:00:00.000Z,0.06,29.02,3.04,1.78,4.51,2.956,710
2020-04-10T00:00:00.000Z,0,15.54,1.85,0.54,3.43,3.893,717
2020-04-11T00:00:00.000Z,0.04,47,1.67,1.02,2.78,2.959,719
2020-04-12T00:00:00.000Z,0,19.93,1.76,0.63,5.49,4.176,697
2020-04-13T00:00:00.000Z,0.04,15.12,3.58,1.51,5.64,2.573,422
2020-04-14T00:00:00.000Z,1.09,12.31,6.81,4.01,8.42,2.585,718
2020-04-15T00:00:00.000Z,1.11,18.07,5.45,3.76,6.81,3.133,720
2020-04-16T00:00:00.000Z,0.11,43.94,5.94,4.95,7.31,3.612,713
2020-04-17T00:00:00.000Z,2.6,32,7.2,5.84,8.86,3.17,711
2020-04-18T00:00:00.000Z,0.02,13.5,3.51,2.35,5.82,2.714,716
2020-04-19T00:00:00.000Z,0.95,26.09,3.76,3.09,4.76,1.839,714
2020-04-20T00:00:00.000Z,0.6,12.96,5.7,4.49,6.66,2.395,667
2020-04-21T00:00:00.000Z,0.67,12.07,2.42,1.79,3.98,1.748,722
2020-04-22T00:00:00.000Z,2.25,21.75,4.4,3.81,5.44,2.208,656
2020-04-23T00:00:00.000Z,1.3,36.31,3.46,2.47,5.01,5.476,712
2020-04-24T00:00:00.000Z,0.19,31.98,3.09,2.41,4.43,5.48,723
2020-04-25T00:00:00.000Z,0,22.65,2.6,1.83,4.13,2.557,720
2020-04-26T00:00:00.000Z,0.04,8.67,2.43,1.58,3.52,1.799,720
2020-04-27T00:00:00.000Z,0.02,30.3,1.53,0.89,3.51,3.292,717
2020-04-28T00:00:00.000Z,0,48.19,2.46,1.52,3.7,3.775,719
2020-04-29T00:00:00.000Z,0.05,30.02,2.68,1.26,3.65,2.009,716
2020-04-30T00:00:00.000Z,0.38,15.13,2.8,2.04,4.19,1.907,713
2020-05-01T00:00:00.000Z,0.17,18.91,2.86,1.87,5.92,3.555,713
2020-05-02T00:00:00.000Z,0,17.04,2.62,1.63,4.01,4.116,719
2020-05-03T00:00:00.000Z,0.98,16.03,4.34,3.25,6.04,2.997,722
2020-05-04T00:00:00.000Z,0,27.9,2.57,1.38,4.04,2.918,696
2020-05-05T00:00:00.000Z,0.82,20.36,3.71,2.6,5.81,3.225,721
2020-05-06T00:00:00.000Z,0.09,17.89,3.11,1.59,6.64,4.52,723
2020-05-07T00:00:00.000Z,0.09,26.84,3.57,2.14,6.53,3.335,537
2020-05-08T00:00:00.000Z,0,23.75,2.69,0.81,4.74,4.649,519
2020-05-09T00:00:00.000Z,0,63.48,1.6,0.64,3.45,4.923,468
2020-05-10T00:00:00.000Z,0.5,21.17,3.15,1.39,6.67,3.897,351
2020-05-11T00:00:00.000Z,0.88,10.31,3.53,2.62,4.94,1.98,441
2020-05-12T00:00:00.000Z,0.35,28.84,4.36,3.4,9.81,7.162,672
2020-05-13T00:00:00.000Z,0.56,41.48,3.34,2.22,6.95,5.373,708
2020-05-14T00:00:00.000Z,0,13.85,2.87,1.32,4.83,2.926,506
2020-05-15T00:00:00.000Z,0.91,21.96,4.93,2.43,13.47,5.946,713
2020-05-16T00:00:00.000Z,0.82,199.93,4.18,2.76,6.8,8,718
2020-05-17T00:00:00.000Z,1.4,59.98,4.62,3.38,6.07,3.993,693
2020-05-18T00:00:00.000Z,1.35,32.36,4.09,2.91,6.42,3.935,706
2020-05-19T00:00:00.000Z,0.04,16.86,5.55,2.93,7.47,2.89,718
2020-05-20T00:00:00.000Z,0.38,9.11,3.43,1.98,4.57,1.724,724
2020-05-21T00:00:00.000Z,2.27,20.29,5.05,4.08,6.66,2.056,704
2020-05-22T00:00:00.000Z,0.38,37.4,2.84,2,4.01,3.903,710
2020-05-23T00:00:00.000Z,0,39.04,2.17,1.17,7.45,5.791,714
2020-05-24T00:00:00.000Z,0,19.11,1.4,0.66,2.89,2.427,716
2020-05-25T00:00:00.000Z,0,13.48,0.21,0,2.11,1.493,373
2020-05-26T00:00:00.000Z,0.82,13.72,2.98,2.39,3.54,1.13,715
2020-05-27T00:00:00.000Z,0.96,16.09,3.33,2.56,4.44,1.921,709
2020-05-28T00:00:00.000Z,0,15.37,3.53,2.59,4.55,2.779,711
2020-05-29T00:00:00.000Z,1.31,16.17,4.13,3.12,5.28,1.791,716
2020-05-30T00:00:00.000Z,0.02,11.81,3.74,1.22,4.74,1.968,720
2020-05-31T00:00:00.000Z,0.25,26.06,4,2.38,5.88,4.591,717
2020-06-01T00:00:00.000Z,0.02,13.82,2.96,1.47,4.59,2.211,537
2020-06-02T00:00:00.000Z,0.54,14.62,4.72,3.17,7.86,2.789,673
2020-06-03T00:00:00.000Z,0.95,33.26,5.6,4.01,9.44,5.301,713
2020-06-04T00:00:00.000Z,1,41.45,4.37,3.09,6.51,3.657,703
2020-06-05T00:00:00.000Z,3.51,100.74,11.86,7.21,18.25,10.389,713
2020-06-06T00:00:00.000Z,2.81,23.47,5.85,4.93,11.06,4.481,713
2020-06-07T00:00:00.000Z,0,38.02,2.72,1.24,4.76,7.822,706
2020-06-08T00:00:00.000Z,1.58,13.53,5.46,4.08,7.27,2.133,700
2020-06-09T00:00:00.000Z,1.94,24.1,9.22,5.8,12.04,3.654,687
2020-06-10T00:00:00.000Z,3.74,32.49,8.5,6.25,11.78,4.317,710
2020-06-11T00:00:00.000Z,2.31,35.11,10.47,7.15,15.07,6.098,466
2020-06-12T00:00:00.000Z,0.04,10.38,2.42,1.42,4.46,2.211,713
2020-06-13T00:00:00.000Z,1.79,16.55,4.7,3.54,7.12,2.51,711
2020-06-14T00:00:00.000Z,1.56,26.59,10.11,4.2,14.84,7.161,707
2020-06-15T00:00:00.000Z,3.83,45.3,11.75,6.91,17.3,8.248,707
2020-06-16T00:00:00.000Z,4.57,40.93,9.41,7.4,11.26,5.52,712
2020-06-17T00:00:00.000Z,1,47.53,29.91,24.3,42.36,13.174,80
2020-06-29T00:00:00.000Z,2.31,13.93,8.19,7.1,9.61,1.868,169
2020-06-30T00:00:00.000Z,0.28,33.86,6.01,3.67,8.31,3.307,542
2020-07-01T00:00:00.000Z,2.22,23.43,8.91,4.49,12.81,5.016,521
2020-07-02T00:00:00.000Z,4.38,21.28,8.53,6.63,10.74,3.572,525
2020-07-03T00:00:00.000Z,1.44,47.94,5.61,4.44,7.04,5.413,541
2020-07-04T00:00:00.000Z,2.91,21.47,6.54,4.62,9.03,3.156,558
2020-07-05T00:00:00.000Z,3.62,49.23,9.65,6.45,20.68,11.133,537
2020-07-06T00:00:00.000Z,3.22,15.7,7.31,5.55,10.11,2.939,341
2020-07-07T00:00:00.000Z,2.85,32.11,10.66,7.48,15.25,7.094,529
2020-07-08T00:00:00.000Z,6.3,36.83,11.93,10.13,17.8,6.802,523
2020-07-09T00:00:00.000Z,3.64,35.52,9.43,7.66,15.56,7.698,562
2020-07-10T00:00:00.000Z,0.41,52.94,9.4,6.89,27.36,11.481,587
2020-07-11T00:00:00.000Z,4.83,29,10.52,7.67,12.82,4.408,560
2020-07-12T00:00:00.000Z,2.71,30.94,8.46,5.11,11.64,5.79,559
2020-07-13T00:00:00.000Z,5.01,33.69,10,8.34,13.44,5.684,559
2020-07-14T00:00:00.000Z,2.25,29.76,6.46,5.11,9.03,4.089,541
2020-07-15T00:00:00.000Z,4.75,33.61,11.85,8.3,15.99,5.853,549
2020-07-16T00:00:00.000Z,5.7,32.56,14,9.63,19.79,6.635,530
2020-07-17T00:00:00.000Z,3.7,13.91,7.62,6.29,8.69,1.877,558
2020-07-18T00:00:00.000Z,4.05,19.77,9.21,6.74,11.4,2.938,562
2020-07-19T00:00:00.000Z,3.39,22.52,9.43,6.83,11.75,3.783,573
2020-07-20T00:00:00.000Z,3.83,22.05,11.33,8.36,13.29,3.451,541
2020-07-21T00:00:00.000Z,5.42,37.04,12.59,10,19.98,7.113,532
2020-07-22T00:00:00.000Z,7.23,25.93,12.43,10.21,15.12,3.57,311
2020-07-23T00:00:00.000Z,2.62,46.85,7.96,6.32,10.32,6.162,513
2020-07-24T00:00:00.000Z,4.78,41.93,14.1,9.22,26.47,10.439,540
2020-07-25T00:00:00.000Z,5.78,36.15,15.82,8.98,23.62,8.538,543
2020-07-26T00:00:00.000Z,4.38,25.24,11.58,9.53,14.91,3.963,508
2020-07-27T00:00:00.000Z,7.8,39.28,17.6,13.7,24.84,7.824,403
2020-07-28T00:00:00.000Z,10.7,32.4,17.19,15.4,19.19,4.512,196
2020-07-29T00:00:00.000Z,8.75,43.4,25.24,12.9,35.77,11.118,485
2020-07-30T00:00:00.000Z,17.2,49.65,28.46,24.6,31.99,5.871,445
2020-07-31T00:00:00.000Z,13.41,51.82,39.19,22.96,42.76,11.793,463
2020-08-01T00:00:00.000Z,23.98,57.64,34.86,30.55,43.2,6.979,491
2020-08-02T00:00:00.000Z,25.56,57.07,38.13,33.33,42.55,6.773,464
2020-08-03T00:00:00.000Z,10.64,51.79,36.97,26.11,39.54,9.347,422
2020-08-04T00:00:00.000Z,18.53,44.96,29.75,24.25,35.07,7.118,506
2020-08-05T00:00:00.000Z,14.58,56.68,27.78,25.09,32.09,6.336,563
2020-08-06T00:00:00.000Z,8.65,41.37,23.25,19.1,31.04,7.791,588
2020-08-07T00:00:00.000Z,12.88,48.6,25.08,21.91,27.41,5.643,609
2020-08-08T00:00:00.000Z,8.77,39.31,27.34,20.01,35.69,8.275,617
2020-08-09T00:00:00.000Z,21.73,51.38,34.25,31.04,39.14,6.195,628
2020-08-10T00:00:00.000Z,19.78,60.96,39.11,35.42,42.34,7.293,601
2020-08-11T00:00:00.000Z,15.16,49.29,35.07,26.81,44.59,10.033,616
2020-08-12T00:00:00.000Z,6.98,54.7,38.6,13.24,43.54,15.693,617
2020-08-13T00:00:00.000Z,9.63,41.57,17.7,15.08,27.33,7.768,532
2020-08-14T00:00:00.000Z,10.13,34.18,16.32,14.28,19.88,4.466,637
2020-08-15T00:00:00.000Z,10.69,63.51,25.94,15.08,31.61,8.685,604
2020-08-16T00:00:00.000Z,6.64,55.57,17.3,14.04,21.51,5.372,628
2020-08-17T00:00:00.000Z,14.07,56.7,21.66,18.77,29.82,9.606,615
2020-08-18T00:00:00.000Z,21.17,68.33,36.72,27.36,43.8,9.765,543
2020-08-19T00:00:00.000Z,7.58,62.48,31.23,15.33,45.25,16.006,588
2020-08-20T00:00:00.000Z,11.62,39.31,18.13,16.3,20.53,4.086,559
2020-08-21T00:00:00.000Z,13.36,51.65,21.1,17.86,24.81,7.306,286
2020-08-22T00:00:00.000Z,42.48,73.66,53.56,51.69,58.17,6.639,510
2020-08-23T00:00:00.000Z,37.77,80.56,45.31,42.24,52.12,9.17,544
2020-08-24T00:00:00.000Z,36.74,50.34,42.14,40.27,45.43,2.907,485
2020-08-25T00:00:00.000Z,46.53,71.67,51.13,49.29,53.04,4.879,478
2020-08-26T00:00:00.000Z,30.42,54.73,44.67,41.31,49.8,5.739,515
2020-08-27T00:00:00.000Z,16.05,58.34,29.08,24.93,34.77,7.472,556
2020-08-28T00:00:00.000Z,7.88,48.26,19.36,11.56,32.04,10.362,522
2020-08-29T00:00:00.000Z,9.09,90.16,28.44,22.67,32.71,8.257,520
2020-08-30T00:00:00.000Z,4.11,31.04,11.89,9.38,18.1,5.487,508
2020-08-31T00:00:00.000Z,2.68,29.69,9.28,5.61,12.87,5.788,498
2020-09-01T00:00:00.000Z,5.67,31.69,14.02,11.5,16.88,4.814,530
2020-09-02T00:00:00.000Z,12.61,33.52,17.04,15.46,18.72,3.065,505
2020-09-03T00:00:00.000Z,15.44,38.36,23.06,19.8,30.72,6.43,492
2020-09-04T00:00:00.000Z,14.68,45.37,27.56,20.17,38.33,8.922,497
2020-09-05T00:00:00.000Z,16.18,46.74,22.98,20.53,27.07,4.859,494
2020-09-06T00:00:00.000Z,21.94,106.55,35.96,31.99,44.2,11.721,500
2020-09-07T00:00:00.000Z,33.7,75.73,45.49,43.02,47.57,8.096,232
2020-09-08T00:00:00.000Z,31.52,74.59,42.7,39.75,47.33,8.005,392
2020-09-09T00:00:00.000Z,22.51,142.88,54.49,41.17,58.76,20.738,312
2020-09-10T00:00:00.000Z,15.93,53.14,33.07,26.64,37.9,7.595,396
2020-09-11T00:00:00.000Z,16.67,37.75,26.39,22.37,31.48,4.973,332
2020-09-12T00:00:00.000Z,10.66,32.5,20.39,15.67,23.33,5.572,327
2020-09-13T00:00:00.000Z,19.2,43.83,27.75,24.2,32.72,5.571,380
2020-09-14T00:00:00.000Z,23.15,44.98,32.21,30.51,35.11,3.658,344
2020-09-15T00:00:00.000Z,13.85,47.38,33.56,24.72,39.2,8.334,330
2020-09-16T00:00:00.000Z,31,49.82,36.22,34.53,40.63,4.146,439
2020-09-17T00:00:00.000Z,27.05,48.32,36.25,30.89,41.13,5.493,340
2020-09-18T00:00:00.000Z,16.93,59.11,31.68,27.5,39.02,7.732,363
2020-09-19T00:00:00.000Z,12.24,53.42,32.84,17.97,37.15,10.908,429
2020-09-20T00:00:00.000Z,11.04,45.49,27.11,16.89,31.36,7.899,424
2020-09-21T00:00:00.000Z,17.29,43.69,32.31,28.76,35.57,5.576,396
2020-09-22T00:00:00.000Z,11.71,41.83,28.04,23.66,33.14,6.322,423
2020-09-23T00:00:00.000Z,16.37,41.13,24.05,20.85,29.15,6.21,461
2020-09-24T00:00:00.000Z,14.3,41.33,25.3,21.91,29.43,4.837,457
2020-09-25T00:00:00.000Z,2.49,65.63,13,9.46,18.09,9.825,479
2020-09-26T00:00:00.000Z,0.96,30.68,12.22,10.11,13.73,3.148,501
2020-09-27T00:00:00.000Z,5.81,32.54,14.7,8.73,20.68,6.526,504
2020-09-28T00:00:00.000Z,6.96,84.28,13.59,10.11,16.35,7.237,459
2020-09-29T00:00:00.000Z,7.71,30.52,17.26,13.34,19.51,3.831,433
2020-09-30T00:00:00.000Z,10.98,34.71,20.18,17.29,22.17,4.346,395
2020-10-01T00:00:00.000Z,10.21,34.69,13.69,12.32,18.3,5.046,309
2020-10-02T00:00:00.000Z,9.28,25.26,16.45,13.4,19.35,3.719,286
2020-10-03T00:00:00.000Z,9.39,43.22,18.07,14.88,22.41,5.547,283
2020-10-04T00:00:00.000Z,8.97,42.3,27.54,23.94,31.92,6.876,301
2020-10-05T00:00:00.000Z,12.35,30.91,17.63,15.03,20.23,4.131,305
2020-10-06T00:00:00.000Z,4.76,34.61,15.12,13.66,19.69,4.84,341
2020-10-07T00:00:00.000Z,12.14,57.96,19.93,17.18,21.83,3.907,324
2020-10-08T00:00:00.000Z,14.86,59.46,22.03,20.58,23.22,4.369,262
2020-10-09T00:00:00.000Z,9.89,39.61,30.11,24.91,33.42,6.415,133
2020-10-10T00:00:00.000Z,4.61,32.95,18.64,16.45,21.83,5.252,404
2020-10-11T00:00:00.000Z,10.78,33.6,17.32,13.8,21.7,5.515,413
2020-10-12T00:00:00.000Z,16.82,43.39,27.88,24.14,32.54,5.688,379
2020-10-13T00:00:00.000Z,24.02,46.49,36.22,34.53,37.85,3.54,408
2020-10-14T00:00:00.000Z,11.84,49.84,37.68,31.28,44.19,8.245,415
2020-10-15T00:00:00.000Z,5.52,29.72,22.16,18.02,24.75,5.285,395
2020-10-16T00:00:00.000Z,10.78,38.81,23.83,21.09,28.34,5.36,414
2020-10-17T00:00:00.000Z,24.57,65.11,38.44,34.46,43.52,6.473,420
2020-10-18T00:00:00.000Z,22.26,43.72,29.5,25.86,35.96,5.859,411
2020-10-19T00:00:00.000Z,3.88,39,25.99,21.28,29.68,6.476,410
2020-10-20T00:00:00.000Z,10.27,37.61,29.08,21.59,31.29,6.545,405
2020-10-21T00:00:00.000Z,13.59,40.38,27.81,24.05,34.78,6.549,392
2020-10-22T00:00:00.000Z,15.85,41.56,28.98,23.92,32.42,5.266,403
2020-10-23T00:00:00.000Z,8.61,42.34,26.76,24.32,29.17,4.67,360
2020-10-24T00:00:00.000Z,10.19,42.4,19.63,17.23,22.38,3.978,391
2020-10-25T00:00:00.000Z,12.49,28.7,20.04,17.04,22.43,3.302,499
2020-10-26T00:00:00.000Z,6.73,21.48,10.22,8.66,13.22,3.524,290
2020-11-11T00:00:00.000Z,14.79,35.44,33.29,28.39,34.22,5.599,38
2020-11-12T00:00:00.000Z,11.47,38.29,20.19,18.11,25.37,5.743,294
2020-11-13T00:00:00.000Z,5.58,31,12.57,9.18,16.46,5.363,275
2020-11-14T00:00:00.000Z,11.25,36.57,18.07,15.96,19.78,2.963,298
2020-11-15T00:00:00.000Z,4.54,24.7,11.48,8.47,14.41,3.897,249
2020-11-16T00:00:00.000Z,5.25,62.08,11.8,10.57,14.7,6.818,246
2020-11-17T00:00:00.000Z,4.88,37.32,15.05,12.87,18.55,4.828,240
2020-11-20T00:00:00.000Z,8.91,19.22,10.61,9.76,12.84,2.579,37
2020-11-21T00:00:00.000Z,0.22,24.86,5.09,3.58,6.52,4.187,269
2020-11-22T00:00:00.000Z,0.79,9.21,3.53,2.41,5.01,1.997,260
2020-11-23T00:00:00.000Z,2.62,12.67,6.5,4.8,8.66,2.39,165
2020-11-24T00:00:00.000Z,0.48,11,3.93,2.11,6.02,2.316,274
2020-11-25T00:00:00.000Z,1.23,20.98,5.59,2.76,8.03,3.995,246
2020-11-26T00:00:00.000Z,2.06,15.02,6.39,4.62,8.42,2.633,267
2020-11-27T00:00:00.000Z,3.77,32.57,6.44,5.22,8.18,3.112,264
2020-11-28T00:00:00.000Z,4.92,39.15,10.5,8.41,17.59,5.79,262
2020-11-29T00:00:00.000Z,4.18,46.42,26.8,18.98,38.86,12.073,273
2020-11-30T00:00:00.000Z,2,115.11,7.91,6.19,11.96,9.774,238
2020-12-01T00:00:00.000Z,4.32,25.56,8.28,6.65,10.27,3.083,217
2020-12-02T00:00:00.000Z,4.91,36.49,10.41,8.25,16.21,6.496,239
2020-12-03T00:00:00.000Z,5.36,22.88,13.47,10.64,15.72,3.583,203
