# Sensor UEA-EST, Manaus, Brazil (Purple Air/31509)
# https://aqicn.org/station/@47371/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2025-04-28T00:00:00.000Z,0,24.9,3.5,1.7,4.7,3.112,503
2025-04-29T00:00:00.000Z,0.2,23.7,2.4,1.6,4.3,3.194,509
2025-04-30T00:00:00.000Z,0,11.7,1.2,0.4,3.45,2.507,501
2025-05-01T00:00:00.000Z,0,16.9,4.1,1.7,5.5,2.557,641
2025-05-02T00:00:00.000Z,0.3,850.3,4.3,3.1,7.05,34.955,589
2025-05-03T00:00:00.000Z,1.9,34.9,8.3,3.3,11.5,5.579,527
2025-05-04T00:00:00.000Z,3.1,23.4,7.1,5,9.8,3.152,643
2025-05-05T00:00:00.000Z,3.1,31.4,5.1,4.4,6.4,3.513,527
2025-05-06T00:00:00.000Z,2.3,22.4,7.9,6.3,9.9,4.212,553
2025-05-07T00:00:00.000Z,1.1,146.4,4.5,3.4,6.45,9.235,564
2025-05-08T00:00:00.000Z,2.1,20.6,6.7,5.09,8.4,2.837,520
2025-05-09T00:00:00.000Z,0.5,28.4,3.6,2.35,5.75,3.18,560
2025-05-10T00:00:00.000Z,1.3,25.5,4.8,3.4,7.5,3.679,626
2025-05-11T00:00:00.000Z,0.6,57.4,4.2,2.7,6.4,5.732,655
2025-05-12T00:00:00.000Z,2.1,32.8,5,3.5,6.8,6.216,525
2025-05-13T00:00:00.000Z,1.3,24.1,4.5,3.1,8.94,3.845,521
2025-05-14T00:00:00.000Z,0.4,32.1,4.8,1.4,8.19,4.843,520
2025-05-15T00:00:00.000Z,0,16.8,2.1,1.5,3.1,2.165,498
2025-05-16T00:00:00.000Z,0.3,20.5,4,1.8,6.4,3.989,614
2025-05-17T00:00:00.000Z,0.7,30.7,4.2,2.7,8.4,4.937,654
2025-05-18T00:00:00.000Z,0.2,14.2,3.5,2.5,5,2.788,642
2025-05-19T00:00:00.000Z,0.8,32.1,4.84,2.4,6.9,3.909,646
2025-05-20T00:00:00.000Z,0.1,78.2,3,1.9,5.09,6.051,630
2025-05-21T00:00:00.000Z,0.9,28.7,6.2,3.5,11.8,7.275,664
2025-05-22T00:00:00.000Z,1,18.1,3.8,2.6,5.4,2.736,640
2025-05-23T00:00:00.000Z,0.3,25.1,4.5,2.9,6.3,4.782,473
2025-05-24T00:00:00.000Z,0.2,22.1,1.7,1.1,3.65,4.874,440
2025-05-25T00:00:00.000Z,3.7,4.1,3.9,3.7,4.09,0.2,2
2025-05-26T00:00:00.000Z,2.8,11.2,4.2,2.9,10.7,3.692,7
